,Url,id,year,brand,model,bodytype,drivingconfiguration,Odometer,Price
389,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2005-subaru-impreza-2-5-rs/1494552234?undefined,1494552234,2005,Subaru,Impreza,Sedan,All-wheel drive (AWD),"190,000",4500.00
390,https:/www.kijiji.ca/v-cars-trucks/kingston-on/2004-subaru-impreza-saftied/1494527144?undefined,1494527144,2004,Subaru,Impreza,Wagon,All-wheel drive (AWD),"224,000",4000.00
391,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2006-subaru-impreza-hatchback/1494481709?undefined,1494481709,2006,Subaru,Impreza,Hatchback,N/A,191,3500.00
392,https:/www.kijiji.ca/v-cars-trucks/ottawa/2011-subaru-impreza-2-5i-hatchback/1494382536?undefined,1494382536,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"80,000",8990.00
393,https:/www.kijiji.ca/v-cars-trucks/muskoka/09-subaru-impreza-2-5i/1494285545?undefined,1494285545,2009,Subaru,Impreza,Sedan,All-wheel drive (AWD),"300,000",N/A
394,https:/www.kijiji.ca/v-cars-trucks/barrie/2010-subaru-impreza-limited-package/m4727?undefined,4727,N/A,N/A,N/A,N/A,N/A,N/A,N/A
395,https:/www.kijiji.ca/v-cars-trucks/barrie/2010-subaru-impreza-2-5i-certified/1494199517?undefined,1494199517,2010,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"230,000",6000.00
396,https:/www.kijiji.ca/v-cars-trucks/barrie/2015-subaru-impreza-used-good-condition/1494050039?undefined,1494050039,2015,Subaru,Impreza,Sedan,All-wheel drive (AWD),"118,178",12600.00
397,https:/www.kijiji.ca/v-cars-trucks/barrie/car/1493912974?undefined,1493912974,1991,Subaru,Impreza,Other,N/A,"160,000",N/A
398,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2006-subaru-impreza-2-5i-wagon/1493726390?undefined,1493726390,2006,Subaru,Impreza,Wagon,All-wheel drive (AWD),"70,000",3500.00
399,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2006-subaru-impreza-with-new-engine/1493712707?undefined,1493712707,2006,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"250,000",4000.00
400,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2010-subaru-wrx-hatchback/1493604681?undefined,1493604681,2010,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"220,000",8500.00
401,https:/www.kijiji.ca/v-cars-trucks/ottawa/2011-subaru-impreza-2-5i/1493563153?undefined,1493563153,2011,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"243,688",5000.00
402,https:/www.kijiji.ca/v-cars-trucks/gatineau/subaru-impreza/1493458790?undefined,1493458790,2008,Subaru,Impreza,Other,All-wheel drive (AWD),174,3900.00
403,https:/www.kijiji.ca/v-cars-trucks/barrie/2000-subaru-impreza-rs/1493434446?undefined,1493434446,2000,Subaru,Impreza,Sedan,All-wheel drive (AWD),"200,000",3000.00
404,https:/www.kijiji.ca/v-cars-trucks/st-catharines/2009-subaru-impreza/1493361821?undefined,1493361821,2009,Subaru,Impreza,Sedan,N/A,"246,300",3500.00
